Learning Rate: 0.01, Max Iterations: 100, Num Hidden Layers: 2,,,,,,,
Iteration,Set 1 Testing Logistic Accuracy,Set 1 Testing TanH Accuracy,Set 1 Testing ReLu Accuracy,Logistic Loss,TanH Loss,ReLu Loss,Set 1 Training Logistic Accuracy,Set 1 Training TanH Accuracy,set 1 Training ReLu Accuracy
160,0.791666667,0.701388889,0.701388889,0.507070341,0.838281986,0.832309403,0.775289575,0.6996139,0.6996139
161,0.798611111,0.701388889,0.701388889,0.516795664,0.83762063,0.831881162,0.780694981,0.6996139,0.6996139
162,0.793981481,0.701388889,0.701388889,0.504803839,0.835848168,0.83278934,0.777606178,0.6996139,0.6996139
163,0.810185185,0.701388889,0.701388889,0.498443424,0.832705694,0.832030302,0.780694981,0.6996139,0.6996139
164,0.803240741,0.701388889,0.701388889,0.496629768,0.834369636,0.831997719,0.766795367,0.6996139,0.6996139
165,0.803240741,0.701388889,0.701388889,0.513811071,0.832294482,0.83258633,0.764478764,0.6996139,0.6996139
166,0.791666667,0.701388889,0.701388889,0.542849173,0.834643282,0.832270151,0.775289575,0.6996139,0.6996139
167,0.787037037,0.701388889,0.701388889,0.5254576,0.832556348,0.8324308,0.766023166,0.6996139,0.6996139
168,0.796296296,0.701388889,0.701388889,0.517207206,0.834263907,0.83253297,0.775289575,0.6996139,0.6996139
169,0.796296296,0.701388889,0.701388889,0.503089283,0.834303881,0.831871032,0.779150579,0.6996139,0.6996139
170,0.793981481,0.701388889,0.701388889,0.494023364,0.83440021,0.832089581,0.771428571,0.6996139,0.6996139
171,0.791666667,0.701388889,0.701388889,0.49839293,0.833954276,0.832129478,0.772200772,0.6996139,0.6996139
172,0.791666667,0.701388889,0.701388889,0.514143913,0.833257162,0.831907098,0.774517375,0.6996139,0.6996139
173,0.793981481,0.701388889,0.701388889,0.493652281,0.833337837,0.832508155,0.774517375,0.6996139,0.6996139
174,0.796296296,0.701388889,0.701388889,0.492258751,0.832651244,0.83326154,0.779150579,0.6996139,0.6996139
175,0.763888889,0.701388889,0.701388889,0.501051312,0.835458468,0.832264156,0.74980695,0.6996139,0.6996139
176,0.780092593,0.701388889,0.701388889,0.528554664,0.835720325,0.83201397,0.764478764,0.6996139,0.6996139
177,0.800925926,0.701388889,0.701388889,0.515638836,0.832830144,0.833172832,0.777606178,0.6996139,0.6996139
178,0.805555556,0.701388889,0.701388889,0.499933133,0.832896461,0.832240283,0.773745174,0.6996139,0.6996139
179,0.805555556,0.701388889,0.701388889,0.508949067,0.834882254,0.83361414,0.780694981,0.6996139,0.6996139
180,0.80787037,0.701388889,0.701388889,0.495435944,0.833808581,0.834241675,0.76988417,0.6996139,0.6996139
181,0.810185185,0.701388889,0.701388889,0.492696996,0.833017225,0.833264768,0.772200772,0.6996139,0.6996139
182,0.80787037,0.701388889,0.701388889,0.493316689,0.832901616,0.832223243,0.781467181,0.6996139,0.6996139
183,0.805555556,0.701388889,0.701388889,0.488705536,0.837072352,0.833697257,0.779150579,0.6996139,0.6996139
184,0.805555556,0.701388889,0.701388889,0.488778006,0.836500737,0.832330704,0.77992278,0.6996139,0.6996139
185,0.793981481,0.701388889,0.701388889,0.489511472,0.834097079,0.832380695,0.778378378,0.6996139,0.6996139
186,0.791666667,0.701388889,0.701388889,0.49128915,0.836643861,0.832288759,0.772200772,0.6996139,0.6996139
187,0.803240741,0.701388889,0.701388889,0.494070161,0.836362605,0.83243761,0.783011583,0.6996139,0.6996139
188,0.81712963,0.701388889,0.701388889,0.486374324,0.838572618,0.833057971,0.779150579,0.6996139,0.6996139
189,0.8125,0.701388889,0.701388889,0.484907263,0.834396539,0.832119059,0.772972973,0.6996139,0.6996139
190,0.791666667,0.701388889,0.701388889,0.499717953,0.835857772,0.833053873,0.757528958,0.6996139,0.6996139
191,0.800925926,0.701388889,0.701388889,0.505828292,0.833975078,0.832017822,0.776833977,0.6996139,0.6996139
192,0.796296296,0.701388889,0.701388889,0.488115328,0.835143341,0.832697369,0.776061776,0.6996139,0.6996139
193,0.803240741,0.701388889,0.701388889,0.492124712,0.850335995,0.832716373,0.782239382,0.6996139,0.6996139
194,0.80787037,0.701388889,0.701388889,0.485119655,0.839357996,0.833057076,0.781467181,0.6996139,0.6996139
195,0.800925926,0.701388889,0.701388889,0.496035563,0.83476511,0.832670664,0.776061776,0.6996139,0.6996139
196,0.81712963,0.701388889,0.701388889,0.489817627,0.834104105,0.8323456,0.782239382,0.6996139,0.6996139
197,0.803240741,0.701388889,0.701388889,0.486879907,0.836636257,0.831741986,0.779150579,0.6996139,0.6996139
198,0.803240741,0.701388889,0.701388889,0.487582029,0.83729926,0.832292237,0.773745174,0.6996139,0.6996139
199,0.810185185,0.701388889,0.701388889,0.509133619,0.8430117,0.832715706,0.770656371,0.6996139,0.6996139
Learning Rate: 0.1, Max Iterations: 200, Num Hidden Layers: 3,,,,,,,
Iteration,Set 8 Testing Logistic Accuracy,Set 8 Testing TanH Accuracy,Set 8 Testing ReLu Accuracy,Logistic Loss,TanH Loss,ReLu Loss,Set 8 Training Logistic Accuracy,Set 8 Training TanH Accuracy,set 8 Training ReLu Accuracy
0,0.731481481,0.731481481,0.731481481,1.139743135,1.248607653,1.615690079,0.68957529,0.68957529,0.68957529
1,0.731481481,0.731481481,0.638888889,0.880786606,0.844130655,0.88223161,0.68957529,0.68957529,0.637837838
2,0.731481481,0.731481481,0.717592593,0.875587057,0.826189309,0.745235093,0.68957529,0.68957529,0.698841699
3,0.731481481,0.731481481,0.731481481,0.854894516,0.742540773,0.687060523,0.68957529,0.68957529,0.68957529
4,0.731481481,0.724537037,0.731481481,0.856101256,0.673230341,0.658369469,0.68957529,0.722779923,0.68957529
5,0.731481481,0.719907407,0.736111111,0.854404384,0.6418228,0.629196078,0.68957529,0.73976834,0.715830116
6,0.731481481,0.759259259,0.738425926,0.855443372,0.624422892,0.616230866,0.68957529,0.747490347,0.715057915
7,0.731481481,0.717592593,0.74537037,0.856947685,0.625800419,0.605921906,0.68957529,0.738996139,0.71969112
8,0.731481481,0.752314815,0.74537037,0.861127785,0.612623193,0.600168776,0.68957529,0.742857143,0.721235521
9,0.731481481,0.759259259,0.736111111,0.854775857,0.606305327,0.590903775,0.68957529,0.746718147,0.731274131
10,0.731481481,0.752314815,0.74537037,0.8512104,0.602946121,0.585827743,0.68957529,0.730501931,0.72046332
11,0.731481481,0.74537037,0.743055556,0.852014901,0.614097334,0.583733576,0.68957529,0.755212355,0.718146718
12,0.731481481,0.710648148,0.747685185,0.852739252,0.599745493,0.586453023,0.68957529,0.738223938,0.734362934
13,0.731481481,0.752314815,0.747685185,0.853173282,0.602968082,0.580134281,0.68957529,0.764478764,0.733590734
14,0.731481481,0.766203704,0.743055556,0.85168524,0.58022179,0.574744565,0.68957529,0.754440154,0.726640927
15,0.731481481,0.768518519,0.743055556,0.852957454,0.566345575,0.567846554,0.68957529,0.764478764,0.728957529
16,0.731481481,0.733796296,0.74537037,0.85245499,0.55482092,0.559261631,0.68957529,0.757528958,0.747490347
17,0.731481481,0.712962963,0.75,0.853260074,0.555968111,0.569081024,0.68957529,0.742084942,0.748262548
18,0.731481481,0.733796296,0.74537037,0.853516074,0.593603227,0.562693065,0.68957529,0.764478764,0.732818533
19,0.731481481,0.784722222,0.75462963,0.854651028,0.582909474,0.549479091,0.68957529,0.76988417,0.731274131
20,0.731481481,0.756944444,0.75462963,0.853322444,0.540329449,0.544372839,0.68957529,0.757528958,0.73976834
21,0.731481481,0.789351852,0.75462963,0.854339086,0.545536975,0.5422477,0.68957529,0.769111969,0.753667954
22,0.731481481,0.782407407,0.761574074,0.851884798,0.53333925,0.540170805,0.68957529,0.766795367,0.742857143
23,0.731481481,0.768518519,0.747685185,0.851422663,0.543875753,0.537854895,0.68957529,0.769111969,0.735907336
24,0.731481481,0.777777778,0.756944444,0.853163555,0.540480575,0.534560951,0.68957529,0.76988417,0.744401544
25,0.731481481,0.768518519,0.768518519,0.852131312,0.509650969,0.531774793,0.68957529,0.772200772,0.751351351
26,0.731481481,0.773148148,0.768518519,0.853318211,0.506159234,0.527063751,0.68957529,0.779150579,0.753667954
27,0.731481481,0.775462963,0.770833333,0.852118586,0.506091932,0.521597356,0.68957529,0.780694981,0.759073359
28,0.731481481,0.770833333,0.759259259,0.852104661,0.513330989,0.504975744,0.68957529,0.755212355,0.750579151
29,0.731481481,0.773148148,0.773148148,0.852598933,0.552010593,0.502397885,0.68957529,0.776833977,0.761389961
30,0.731481481,0.775462963,0.770833333,0.862430036,0.521657119,0.491323413,0.68957529,0.783011583,0.765250965
31,0.731481481,0.761574074,0.773148148,0.855368435,0.507036098,0.48698824,0.68957529,0.772972973,0.766023166
32,0.731481481,0.726851852,0.777777778,0.853251394,0.516831225,0.49036451,0.68957529,0.746718147,0.779150579
33,0.731481481,0.733796296,0.773148148,0.851486136,0.533051084,0.492153551,0.68957529,0.751351351,0.77992278
34,0.731481481,0.752314815,0.780092593,0.854353226,0.536524916,0.492916412,0.68957529,0.768339768,0.769111969
35,0.731481481,0.747685185,0.763888889,0.854957547,0.528196175,0.503496128,0.68957529,0.762934363,0.76988417
36,0.731481481,0.752314815,0.770833333,0.852837313,0.517720088,0.483892913,0.68957529,0.763706564,0.778378378
37,0.731481481,0.763888889,0.784722222,0.851280818,0.519646188,0.469899997,0.68957529,0.772972973,0.771428571
38,0.731481481,0.759259259,0.766203704,0.795346156,0.514658631,0.465992165,0.68957529,0.771428571,0.76988417
39,0.675925926,0.770833333,0.775462963,0.678678095,0.502577122,0.477340915,0.712741313,0.779150579,0.780694981
40,0.736111111,0.773148148,0.775462963,0.614856045,0.488803201,0.467809806,0.744401544,0.781467181,0.786100386
41,0.761574074,0.777777778,0.775462963,0.585726381,0.487356769,0.465882411,0.74980695,0.781467181,0.779150579
42,0.756944444,0.773148148,0.777777778,0.571523696,0.4920237,0.463991447,0.745945946,0.782239382,0.785328185
43,0.763888889,0.768518519,0.780092593,0.558370785,0.49351701,0.462841311,0.759073359,0.78996139,0.785328185
44,0.763888889,0.768518519,0.784722222,0.537681653,0.491704417,0.458130025,0.763706564,0.790733591,0.782239382
45,0.768518519,0.780092593,0.782407407,0.525693997,0.482268135,0.456767996,0.76988417,0.786872587,0.801544402
46,0.766203704,0.775462963,0.791666667,0.513743078,0.48241217,0.457724878,0.772972973,0.779150579,0.798455598
47,0.777777778,0.768518519,0.787037037,0.498123836,0.493301395,0.458089374,0.764478764,0.789189189,0.8
48,0.784722222,0.770833333,0.773148148,0.4961992,0.483194763,0.497076224,0.774517375,0.786872587,0.747490347
49,0.740740741,0.773148148,0.770833333,0.524335611,0.487338415,0.506013771,0.766023166,0.789189189,0.782239382
50,0.775462963,0.761574074,0.770833333,0.502032726,0.481480512,0.48786737,0.776061776,0.776833977,0.770656371
51,0.770833333,0.777777778,0.789351852,0.501570209,0.498796724,0.464248924,0.766795367,0.784555985,0.796138996
52,0.775462963,0.775462963,0.780092593,0.500943307,0.481212712,0.45428508,0.780694981,0.780694981,0.796911197
53,0.775462963,0.773148148,0.784722222,0.475260498,0.479931536,0.45572597,0.782239382,0.783011583,0.796911197
54,0.768518519,0.766203704,0.782407407,0.481127566,0.491160829,0.467110985,0.786100386,0.787644788,0.792277992
55,0.770833333,0.773148148,0.796296296,0.485968169,0.50235153,0.456022054,0.774517375,0.776833977,0.796138996
56,0.787037037,0.773148148,0.789351852,0.476802089,0.487908258,0.464878875,0.792277992,0.786872587,0.8
57,0.768518519,0.763888889,0.791666667,0.467582468,0.486468766,0.462401396,0.778378378,0.774517375,0.801544402
58,0.787037037,0.787037037,0.789351852,0.482023167,0.500424665,0.470989278,0.790733591,0.792277992,0.793050193
59,0.775462963,0.777777778,0.789351852,0.46752784,0.491886308,0.461994671,0.791505792,0.780694981,0.796138996
60,0.796296296,0.756944444,0.789351852,0.46771178,0.507374417,0.480583448,0.804633205,0.722007722,0.799227799
61,0.789351852,0.766203704,0.759259259,0.46284579,0.586294819,0.496972677,0.793822394,0.738223938,0.76988417
62,0.793981481,0.775462963,0.770833333,0.462185891,0.513292237,0.499058294,0.802316602,0.779150579,0.784555985
63,0.777777778,0.775462963,0.773148148,0.471386689,0.495127653,0.463613917,0.800772201,0.77992278,0.790733591
64,0.782407407,0.773148148,0.782407407,0.467204924,0.497948801,0.465870897,0.794594595,0.781467181,0.790733591
65,0.787037037,0.768518519,0.726851852,0.473643422,0.501577044,0.463419479,0.789189189,0.776833977,0.730501931
66,0.793981481,0.770833333,0.761574074,0.473092009,0.48432106,0.499575437,0.798455598,0.785328185,0.762934363
67,0.789351852,0.777777778,0.777777778,0.461726038,0.482550569,0.485718021,0.806177606,0.783783784,0.786872587
68,0.782407407,0.780092593,0.782407407,0.46353557,0.505047634,0.463424916,0.796911197,0.781467181,0.796138996
69,0.793981481,0.770833333,0.784722222,0.459699921,0.485555199,0.459423209,0.802316602,0.781467181,0.798455598
70,0.775462963,0.777777778,0.789351852,0.462510034,0.476404322,0.45777606,0.795366795,0.789189189,0.778378378
71,0.798611111,0.768518519,0.775462963,0.460928783,0.480187478,0.477519852,0.800772201,0.77992278,0.752895753
72,0.780092593,0.770833333,0.793981481,0.469187853,0.489391176,0.516477588,0.773745174,0.785328185,0.791505792
73,0.784722222,0.775462963,0.796296296,0.4744925,0.476572185,0.461411511,0.791505792,0.781467181,0.790733591
74,0.780092593,0.777777778,0.800925926,0.475370816,0.477891555,0.466512945,0.788416988,0.774517375,0.796911197
75,0.768518519,0.773148148,0.793981481,0.473117788,0.49405501,0.456622792,0.786872587,0.786872587,0.800772201
76,0.793981481,0.784722222,0.791666667,0.47942126,0.467278011,0.464818383,0.8,0.793822394,0.775289575
77,0.787037037,0.775462963,0.789351852,0.473946323,0.480267827,0.483303283,0.796911197,0.78996139,0.781467181
78,0.793981481,0.782407407,0.791666667,0.461483593,0.488751349,0.508234575,0.793050193,0.78996139,0.791505792
79,0.789351852,0.780092593,0.798611111,0.46809289,0.473139052,0.468367563,0.787644788,0.786872587,0.795366795
80,0.798611111,0.766203704,0.798611111,0.46858834,0.494540272,0.461696542,0.803861004,0.779150579,0.796911197
81,0.796296296,0.793981481,0.789351852,0.457944815,0.485469281,0.456916388,0.806949807,0.802316602,0.801544402
82,0.780092593,0.775462963,0.787037037,0.462105713,0.483643868,0.455170249,0.798455598,0.778378378,0.800772201
83,0.796296296,0.768518519,0.775462963,0.463778325,0.487646356,0.475115875,0.796911197,0.782239382,0.785328185
84,0.796296296,0.768518519,0.777777778,0.458381695,0.481448919,0.475934487,0.802316602,0.779150579,0.796911197
85,0.773148148,0.787037037,0.777777778,0.468833128,0.496625933,0.456437528,0.774517375,0.786872587,0.796138996
86,0.717592593,0.768518519,0.773148148,0.517738833,0.477293445,0.463565612,0.742084942,0.780694981,0.783783784
87,0.736111111,0.770833333,0.787037037,0.522419545,0.491710897,0.471189843,0.755984556,0.782239382,0.803861004
88,0.775462963,0.775462963,0.789351852,0.49486878,0.483036754,0.452667849,0.796138996,0.783783784,0.803088803
89,0.782407407,0.784722222,0.789351852,0.462112259,0.488622181,0.458841856,0.802316602,0.792277992,0.802316602
90,0.796296296,0.761574074,0.789351852,0.465819052,0.499602771,0.463690978,0.798455598,0.778378378,0.796911197
91,0.796296296,0.759259259,0.780092593,0.486818165,0.483055999,0.473116839,0.806949807,0.779150579,0.797683398
92,0.791666667,0.763888889,0.793981481,0.502688783,0.478555814,0.467419338,0.793822394,0.779150579,0.799227799
93,0.777777778,0.782407407,0.791666667,0.477780178,0.481582011,0.448746279,0.779150579,0.803088803,0.799227799
94,0.798611111,0.770833333,0.798611111,0.473695249,0.490609376,0.451342009,0.793050193,0.787644788,0.803088803
95,0.791666667,0.784722222,0.787037037,0.474877951,0.490630912,0.455458675,0.800772201,0.781467181,0.791505792
96,0.793981481,0.787037037,0.791666667,0.458680445,0.485106477,0.456502082,0.802316602,0.800772201,0.78996139
97,0.796296296,0.782407407,0.803240741,0.457547285,0.48158771,0.460643469,0.798455598,0.793822394,0.801544402
98,0.798611111,0.782407407,0.791666667,0.456992718,0.47525735,0.455659652,0.795366795,0.803088803,0.8
99,0.796296296,0.787037037,0.791666667,0.466908903,0.485806133,0.458118859,0.795366795,0.792277992,0.802316602
100,0.789351852,0.789351852,0.789351852,0.472208639,0.473135258,0.45861277,0.806949807,0.792277992,0.806177606
101,0.787037037,0.780092593,0.775462963,0.46968141,0.490367622,0.450925307,0.796138996,0.798455598,0.783783784
102,0.780092593,0.773148148,0.780092593,0.465916422,0.475775669,0.467161793,0.788416988,0.783011583,0.791505792
103,0.796296296,0.789351852,0.784722222,0.456769458,0.509649064,0.473083308,0.804633205,0.803861004,0.800772201
104,0.793981481,0.773148148,0.787037037,0.455563872,0.500052774,0.46299522,0.803088803,0.784555985,0.801544402
105,0.789351852,0.773148148,0.777777778,0.455853937,0.489994854,0.458102667,0.804633205,0.766023166,0.802316602
106,0.793981481,0.773148148,0.798611111,0.457808569,0.49372625,0.451634323,0.803088803,0.785328185,0.8
107,0.782407407,0.766203704,0.775462963,0.45635086,0.472062747,0.45051006,0.805405405,0.78996139,0.792277992
108,0.777777778,0.777777778,0.780092593,0.466310311,0.474334915,0.468135458,0.787644788,0.789189189,0.795366795
109,0.775462963,0.787037037,0.782407407,0.467533792,0.479821275,0.466285509,0.78996139,0.791505792,0.792277992
110,0.782407407,0.784722222,0.782407407,0.475053325,0.489373554,0.464947414,0.8,0.786100386,0.796138996
111,0.787037037,0.780092593,0.775462963,0.458254754,0.479786768,0.464310214,0.8,0.78996139,0.787644788
112,0.782407407,0.782407407,0.784722222,0.455765079,0.474934965,0.454580607,0.798455598,0.792277992,0.797683398
113,0.768518519,0.782407407,0.784722222,0.462143467,0.477432416,0.458826076,0.781467181,0.793822394,0.799227799
114,0.773148148,0.784722222,0.796296296,0.491377952,0.475157635,0.472617997,0.792277992,0.802316602,0.803861004
115,0.782407407,0.784722222,0.803240741,0.466474878,0.46907995,0.449491548,0.801544402,0.798455598,0.802316602
116,0.777777778,0.780092593,0.784722222,0.461844476,0.484998152,0.449022508,0.788416988,0.776061776,0.801544402
117,0.787037037,0.780092593,0.798611111,0.460307595,0.494276656,0.452784119,0.804633205,0.796911197,0.799227799
118,0.789351852,0.798611111,0.791666667,0.45739959,0.472888812,0.457379193,0.803861004,0.802316602,0.801544402
119,0.793981481,0.784722222,0.793981481,0.463142984,0.463930008,0.464840505,0.806177606,0.8,0.802316602
120,0.784722222,0.784722222,0.793981481,0.47669425,0.469529428,0.460828176,0.798455598,0.800772201,0.797683398
121,0.796296296,0.782407407,0.789351852,0.49668729,0.483035697,0.459006747,0.796138996,0.786100386,0.8
122,0.791666667,0.791666667,0.791666667,0.529689148,0.528195584,0.461137531,0.78996139,0.793050193,0.801544402
123,0.789351852,0.74537037,0.791666667,0.486775094,0.514633192,0.460915138,0.800772201,0.755984556,0.801544402
124,0.75462963,0.738425926,0.787037037,0.489868866,0.513520795,0.459715626,0.75984556,0.752895753,0.798455598
125,0.787037037,0.761574074,0.789351852,0.474682738,0.510268618,0.460456138,0.796911197,0.771428571,0.793050193
126,0.796296296,0.722222222,0.789351852,0.462780244,0.522754059,0.462306815,0.806177606,0.743629344,0.806177606
127,0.805555556,0.777777778,0.798611111,0.46399702,0.520212587,0.447145159,0.795366795,0.787644788,0.798455598
128,0.791666667,0.775462963,0.791666667,0.456800225,0.492483691,0.450631807,0.793050193,0.784555985,0.799227799
129,0.791666667,0.777777778,0.782407407,0.4587954,0.474542098,0.460442536,0.805405405,0.776061776,0.804633205
130,0.796296296,0.796296296,0.787037037,0.456216797,0.473578445,0.449066416,0.796911197,0.802316602,0.803861004
131,0.798611111,0.747685185,0.780092593,0.458698442,0.480993007,0.461086312,0.802316602,0.758301158,0.796911197
132,0.789351852,0.770833333,0.775462963,0.451209832,0.518794131,0.461611853,0.816988417,0.783011583,0.785328185
133,0.798611111,0.791666667,0.773148148,0.446523359,0.479611653,0.504103035,0.802316602,0.801544402,0.783011583
134,0.791666667,0.763888889,0.763888889,0.445949446,0.468939253,0.463807583,0.804633205,0.767567568,0.773745174
135,0.796296296,0.763888889,0.789351852,0.448907308,0.497232012,0.484287116,0.816988417,0.786100386,0.804633205
136,0.803240741,0.773148148,0.782407407,0.435101212,0.464184434,0.452680047,0.810810811,0.779150579,0.797683398
137,0.770833333,0.782407407,0.800925926,0.453844106,0.492493421,0.451163523,0.807722008,0.803088803,0.798455598
138,0.784722222,0.791666667,0.791666667,0.43216542,0.472023613,0.454018599,0.8,0.802316602,0.782239382
139,0.784722222,0.777777778,0.789351852,0.447059345,0.469211678,0.466216639,0.806949807,0.788416988,0.789189189
140,0.793981481,0.784722222,0.796296296,0.442085431,0.470198363,0.469123975,0.819305019,0.800772201,0.790733591
141,0.793981481,0.800925926,0.789351852,0.421688935,0.465017432,0.463768968,0.82007722,0.804633205,0.784555985
142,0.800925926,0.773148148,0.787037037,0.413174678,0.480472606,0.458203611,0.833204633,0.779150579,0.780694981
143,0.8125,0.787037037,0.789351852,0.393054757,0.501229244,0.473117447,0.827799228,0.801544402,0.783783784
144,0.805555556,0.782407407,0.787037037,0.389006116,0.491891278,0.468074997,0.848648649,0.784555985,0.798455598
145,0.821759259,0.775462963,0.793981481,0.381123193,0.4827003,0.470408297,0.847876448,0.764478764,0.8
146,0.814814815,0.768518519,0.796296296,0.388583367,0.522519082,0.463405674,0.827799228,0.767567568,0.800772201
147,0.814814815,0.766203704,0.805555556,0.395734583,0.49841128,0.452634216,0.825482625,0.759073359,0.800772201
148,0.793981481,0.777777778,0.796296296,0.403070471,0.508555803,0.452178806,0.811583012,0.780694981,0.8
149,0.831018519,0.782407407,0.793981481,0.416736118,0.493054762,0.449871424,0.849420849,0.785328185,0.806177606
150,0.81712963,0.773148148,0.789351852,0.377445882,0.484169044,0.446866584,0.852509653,0.774517375,0.804633205
151,0.828703704,0.775462963,0.793981481,0.392680162,0.485795474,0.446042367,0.846332046,0.784555985,0.807722008
152,0.81712963,0.784722222,0.780092593,0.370496357,0.488348732,0.45179994,0.835521236,0.805405405,0.793050193
153,0.819444444,0.780092593,0.793981481,0.360657554,0.477641629,0.447431326,0.849420849,0.784555985,0.800772201
154,0.821759259,0.782407407,0.798611111,0.356007635,0.482502162,0.450737135,0.854826255,0.8,0.800772201
155,0.824074074,0.74537037,0.793981481,0.355792595,0.501830478,0.453570313,0.847876448,0.758301158,0.792277992
156,0.814814815,0.747685185,0.787037037,0.357251279,0.519973024,0.47190389,0.835521236,0.759073359,0.797683398
157,0.793981481,0.759259259,0.796296296,0.363768219,0.510136804,0.459378123,0.808494208,0.762162162,0.799227799
158,0.796296296,0.775462963,0.793981481,0.386285964,0.487080615,0.466557951,0.824710425,0.783783784,0.8
159,0.821759259,0.770833333,0.793981481,0.376717647,0.472135044,0.451632381,0.832432432,0.785328185,0.796911197
160,0.805555556,0.796296296,0.789351852,0.369265861,0.474436913,0.449535894,0.825482625,0.800772201,0.805405405
161,0.824074074,0.791666667,0.775462963,0.374258182,0.470927942,0.448165766,0.847104247,0.801544402,0.8
162,0.828703704,0.800925926,0.775462963,0.350824813,0.477452825,0.454769157,0.848648649,0.803088803,0.793050193
163,0.826388889,0.784722222,0.775462963,0.35896426,0.468870192,0.459508018,0.850965251,0.795366795,0.793822394
164,0.828703704,0.784722222,0.770833333,0.365086161,0.477631162,0.470294165,0.854054054,0.795366795,0.775289575
165,0.833333333,0.793981481,0.773148148,0.355101362,0.475856796,0.480967656,0.847876448,0.802316602,0.779150579
166,0.835648148,0.784722222,0.770833333,0.35421973,0.470794565,0.46931754,0.84015444,0.796911197,0.785328185
167,0.821759259,0.782407407,0.773148148,0.369673993,0.476825754,0.483451253,0.83011583,0.803861004,0.775289575
168,0.826388889,0.787037037,0.791666667,0.380023262,0.467574622,0.463334275,0.856370656,0.796138996,0.798455598
169,0.831018519,0.800925926,0.791666667,0.353618077,0.466017232,0.449834278,0.853281853,0.803861004,0.795366795
170,0.828703704,0.780092593,0.787037037,0.354685594,0.467312903,0.451533294,0.847104247,0.800772201,0.803861004
171,0.831018519,0.791666667,0.784722222,0.351150805,0.463313832,0.452950071,0.849420849,0.802316602,0.805405405
172,0.819444444,0.798611111,0.793981481,0.348428906,0.465052927,0.448271094,0.847876448,0.808494208,0.796911197
173,0.831018519,0.787037037,0.787037037,0.35436895,0.462501943,0.453093065,0.844787645,0.801544402,0.802316602
174,0.819444444,0.796296296,0.796296296,0.359827427,0.463422189,0.460505809,0.850965251,0.806177606,0.805405405
175,0.833333333,0.798611111,0.780092593,0.347902149,0.474537132,0.446278586,0.846332046,0.798455598,0.802316602
176,0.814814815,0.796296296,0.780092593,0.362581026,0.46688288,0.452325927,0.841698842,0.804633205,0.791505792
177,0.810185185,0.773148148,0.780092593,0.361689154,0.484017997,0.465063197,0.83011583,0.786100386,0.790733591
178,0.803240741,0.743055556,0.770833333,0.365378382,0.484716542,0.454502823,0.818532819,0.758301158,0.77992278
179,0.8125,0.793981481,0.775462963,0.381970946,0.500297265,0.473665035,0.825482625,0.801544402,0.786100386
180,0.798611111,0.782407407,0.800925926,0.367580266,0.465765981,0.460950362,0.828571429,0.789189189,0.801544402
181,0.803240741,0.787037037,0.798611111,0.357159542,0.47693065,0.446713433,0.832432432,0.794594595,0.797683398
182,0.805555556,0.796296296,0.782407407,0.371962921,0.465170536,0.447094335,0.83011583,0.807722008,0.802316602
183,0.819444444,0.789351852,0.787037037,0.367384046,0.467473206,0.449127033,0.836293436,0.801544402,0.803861004
184,0.828703704,0.768518519,0.793981481,0.352620199,0.466122553,0.453595474,0.849420849,0.784555985,0.792277992
185,0.833333333,0.766203704,0.791666667,0.349338702,0.462740025,0.452128128,0.852509653,0.790733591,0.799227799
186,0.824074074,0.787037037,0.777777778,0.34824823,0.473340953,0.446794076,0.848648649,0.801544402,0.804633205
187,0.831018519,0.782407407,0.789351852,0.353531478,0.461906094,0.446742322,0.848648649,0.803861004,0.796911197
188,0.824074074,0.782407407,0.791666667,0.350603406,0.463180302,0.459513072,0.840926641,0.780694981,0.796911197
189,0.833333333,0.798611111,0.796296296,0.353798868,0.483135661,0.454825417,0.852509653,0.804633205,0.798455598
190,0.81712963,0.784722222,0.782407407,0.351329117,0.48098733,0.44864848,0.841698842,0.792277992,0.796138996
191,0.814814815,0.780092593,0.766203704,0.359087986,0.482859097,0.466639761,0.841698842,0.792277992,0.778378378
192,0.824074074,0.780092593,0.773148148,0.353355502,0.485620869,0.479125128,0.848648649,0.801544402,0.77992278
193,0.826388889,0.800925926,0.789351852,0.349894089,0.47271416,0.468864344,0.85019305,0.801544402,0.800772201
194,0.828703704,0.791666667,0.789351852,0.353823114,0.462283418,0.497016638,0.853281853,0.795366795,0.796911197
195,0.828703704,0.798611111,0.791666667,0.352581808,0.46202252,0.501924117,0.848648649,0.805405405,0.797683398
196,0.833333333,0.803240741,0.793981481,0.368190154,0.463096265,0.456251859,0.844015444,0.802316602,0.797683398
197,0.831018519,0.780092593,0.796296296,0.359182735,0.464087848,0.458235216,0.856370656,0.790733591,0.796911197
198,0.826388889,0.793981481,0.798611111,0.357271219,0.474116743,0.446257788,0.852509653,0.797683398,0.803088803
199,0.833333333,0.796296296,0.791666667,0.351837512,0.474478361,0.448201995,0.847876448,0.803088803,0.799227799
